id,count
0,106.29
1,195.91
2,80.55
4,32.58
5,75.17
10,125.37
11,188.65
12,327.77
15,33.01
17,118.14
18,301.73
23,248.47
25,79.76
26,37.8
31,213.81
39,164.79
40,26.72
41,180.05
42,360.6
43,152.4
51,211.96
52,88.36
54,16.47
60,142.27
61,140.41
62,116.79
63,30.69
65,121.4
66,108.88
68,162.34
71,69.29
80,29.18
82,69.55
94,128.47
98,276.08
101,34.13
102,133.1
107,97.25
112,229.01
113,85.02
115,59.92
116,123.98
120,177.55
121,86.21
122,328.32
132,179.31
143,95.1
147,67.23
150,17.35
151,84.35
152,225.29
153,93.22
155,180.47
156,89.89
159,192.24
161,137.33
163,47.13
177,174.43
186,13.25
188,18.79
190,86.63
191,82.02
192,263.37
195,306.74
200,138.1
209,316.32
210,15.82
211,231.03
214,130.42
215,27.73
218,104.51
219,33.08
222,130.28
225,14.28
228,316.64
236,220.03
241,35.42
242,178.4
243,227.61
245,19.72
247,246.3
251,128.55
252,88.8
253,85.31
254,87.42
258,327.37
260,59.5
261,168.85
265,112.96
266,288.84
267,292.83
269,156.1
270,68.3
275,99.6
278,36.83
279,81.61
286,95.17
287,26.54
288,215.23
289,135.32
293,18.77
294,140.5
297,45.99
302,116.02
303,71.91
304,78.07
307,100.0
309,16.94
311,179.13
312,124.7
314,168.23
315,225.16
319,159.74
322,117.65
323,69.2
325,126.72
327,252.5
330,35.8
332,192.81
333,17.45
338,101.8
341,106.64
345,190.14
348,119.74
349,47.48
350,119.04
352,60.43
355,13.44
356,241.31
358,59.97
363,129.99
369,160.97
371,17.44
372,139.02
375,298.11
380,124.09
388,46.9
391,148.61
392,256.52
393,377.92
394,204.12
396,28.69
401,37.54
407,106.65
409,87.57
410,114.68
416,95.83
418,126.09
420,146.37
421,221.81
422,127.05
424,296.33
428,339.75
429,222.94
431,167.13
435,9.04
439,115.92
441,10.1
447,98.24
449,143.72
451,135.73
452,17.01
454,211.88
458,227.85
463,122.31
467,15.17
470,218.96
471,161.68
474,293.3
478,18.48
483,118.64
484,129.65
485,84.01
486,121.61
491,98.12
494,100.0
495,248.3
497,209.47
499,159.3
515,108.1
518,205.51
521,185.98
525,162.33
529,239.72
532,138.63
534,108.07
540,114.0
544,302.14
547,155.57
549,46.06
563,35.65
564,140.81
567,121.29
572,103.94
577,129.92
578,257.61
585,342.36
588,138.8
589,121.83
590,111.53
592,16.38
594,206.76
596,14.18
598,350.69
599,144.9
605,39.46
606,134.61
607,254.8
608,212.4
609,68.31
610,282.42
611,176.37
614,134.71
615,208.75
616,253.83
617,120.67
618,230.05
624,113.63
629,129.31
631,89.67
633,95.27
637,26.0
638,104.12
643,75.3
644,128.06
645,34.0
646,199.67
648,182.97
650,40.23
651,190.39
652,264.7
656,110.94
657,19.61
659,68.64
660,182.78
662,104.3
665,389.17
675,313.89
681,168.14
682,204.04
685,20.3
686,207.55
689,26.93
696,134.02
703,148.91
704,95.68
705,122.99
714,228.35
717,106.69
718,15.29
720,91.04
721,252.56
723,233.94
726,197.54
728,133.97
730,200.42
731,25.51
734,337.93
737,66.89
738,18.29
745,160.64
746,28.13
749,240.0
752,27.68
753,186.31
758,250.05
765,15.55
766,227.13
768,85.17
769,190.24
774,121.17
775,109.06
781,59.99
784,329.61
794,20.02
795,270.17
796,85.55
802,159.03
803,220.36
805,34.38
806,292.2
807,102.97
809,14.97
810,168.83
812,193.59
814,113.3
818,240.95
819,131.25
825,77.49
836,114.53
839,116.18
847,257.8
848,170.03
851,110.07
852,133.32
853,34.2
857,140.04
858,44.15
859,222.56
861,22.41
867,99.44
870,206.1
871,220.49
872,236.6
874,367.08
881,203.47
886,133.21
890,60.67
895,165.25
899,90.49
900,263.47
901,251.09
902,253.19
903,38.62
913,266.92
918,192.47
923,129.91
924,36.63
926,24.08
927,18.18
930,223.74
934,30.9
937,129.99
939,133.41
941,98.57
942,377.08
946,280.57
950,99.66
953,84.66
959,108.58
961,27.29
962,96.03
964,84.06
969,186.98
971,148.15
976,40.11
978,242.38
980,247.31
981,149.42
990,372.78
993,19.16
996,20.47
998,317.95
999,178.47
1006,123.36
1008,15.53
1013,34.15
1015,95.13
1016,116.57
1022,306.19
1026,224.69
1028,219.78
1031,53.13
1034,59.96
1037,199.84
1040,67.97
1042,18.8
1046,18.11
1048,96.43
1049,111.8
1050,69.38
1051,200.73
1052,243.38
1055,188.31
1060,153.66
1064,28.82
1066,82.99
1071,100.5
1073,13.32
1089,198.47
1091,89.92
1092,73.31
1093,225.59
1096,307.77
1097,221.41
1098,17.59
1099,41.32
1102,165.7
1107,105.36
1109,41.14
1111,140.04
1112,117.36
1114,301.18
1116,299.49
1117,122.12
1118,72.26
1122,136.89
1124,163.46
1127,117.19
1133,224.8
1134,38.58
1135,137.77
1139,286.85
1143,61.83
1150,114.32
1151,113.74
1153,265.03
1155,27.76
1162,28.95
1163,194.84
1166,23.39
1171,88.57
1172,15.28
1173,266.84
1174,87.47
1177,125.29
1178,146.07
1184,192.03
1185,115.7
1186,115.04
1187,163.6
1188,285.62
1191,132.11
1207,120.88
1213,47.89
1215,126.79
1223,167.64
1227,121.28
1236,59.47
1237,58.9
1238,18.82
1241,31.12
1248,16.8
1250,33.8
1251,161.4
1253,112.5
1255,101.26
1257,166.29
1261,109.41
1262,338.7
1265,127.42
1273,179.42
1277,264.13
1278,112.76
1280,110.02
1284,233.01
1285,333.58
1288,35.01
1295,120.09
1297,366.16
1299,264.58
1304,160.46
1308,42.31
1310,97.25
1311,112.39
1314,97.14
1315,111.25
1318,31.43
1320,322.57
1321,299.01
1322,221.29
1330,113.22
1333,164.77
1334,230.54
1341,145.42
1344,144.4
1351,241.34
1354,105.16
1356,59.5
1363,126.38
1365,205.47
1369,125.05
1373,109.91
1375,116.59
1377,90.34
1379,137.08
1380,280.27
1381,102.12
1384,173.69
1390,206.44
1393,232.0
1395,60.1
1399,330.0
1400,94.69
1401,156.48
1404,160.3
1408,13.91
1409,27.68
1413,226.76
1416,285.64
1418,103.35
1423,102.65
1424,27.77
1425,16.94
1433,266.95
1434,139.81
1436,337.91
1442,258.76
1444,84.97
1445,106.45
1452,212.38
1455,165.53
1462,69.4
1467,79.53
1472,44.25
1475,185.66
1493,111.81
1501,223.17
1503,301.9
1504,206.24
1505,14.4
1511,216.91
1512,60.31
1513,71.94
1514,41.45
1528,236.33
1533,233.54
1534,29.78
1536,157.77
1537,79.54
1539,231.4
1550,220.22
1552,211.35
1554,212.69
1555,367.26
1556,98.13
1559,34.76
1563,235.75
1566,139.02
1567,148.13
1568,29.91
1571,228.45
1572,17.63
1574,59.59
1577,18.48
1583,77.71
1585,29.39
1586,194.48
1587,189.87
1596,152.12
1602,32.0
1604,85.81
1605,32.88
1610,301.64
1611,95.4
1616,34.46
1617,97.18
1618,16.22
1622,45.22
1623,32.94
1628,297.9
1631,17.95
1632,181.61
1633,243.47
1634,312.02
1636,218.66
1637,102.28
1643,132.01
1644,103.22
1646,104.62
1648,210.09
1651,33.26
1656,18.28
1658,145.19
1659,16.61
1665,190.33
1666,141.48
1670,41.67
1674,156.87
1679,205.77
1680,209.26
1683,337.38
1686,27.91
1691,98.22
1693,37.86
1696,40.99
1697,99.64
1703,103.49
1706,29.04
1709,175.46
1710,89.43
1712,217.17
1713,125.88
1718,346.08
1719,167.34
1722,285.97
1723,140.34
1724,284.59
1728,67.84
1730,36.13
1732,30.3
1737,41.14
1745,85.45
1747,14.17
1748,12.32
1755,98.68
1759,17.97
1761,274.6
1764,211.63
1765,149.07
1766,87.94
1768,102.04
1770,29.36
1771,137.07
1774,96.6
1785,127.8
1788,177.84
1792,15.49
1794,216.2
1797,121.08
1798,13.68
1799,255.86
1802,105.03
1806,32.71
1808,85.04
1810,242.13
1818,113.91
1819,377.7
1820,283.49
1822,218.06
1826,210.91
1827,184.37
1835,17.98
1841,118.07
1842,145.2
1843,17.74
1846,45.75
1849,103.49
1850,220.23
1851,200.88
1857,59.21
1858,174.42
1860,97.48
1861,251.1
1864,111.4
1869,322.81
1871,69.01
1872,29.95
1875,17.62
1878,227.01
1879,238.89
1885,93.26
1888,113.51
1889,32.26
1890,94.79
